task_id,puzzle_id,pair_index,emitted_candidates,invalid_candidates_before,allowed_shapes,shape_rule_count,filter_active,retained_candidates,filtered_candidates,filter_fraction,invalid_candidates_retained,used_empty_filter_fallback,target_shape_allowed,plain_modal_shape,screened_modal_shape,covered
2546ccf6#0,2546ccf6,0,1001,0,"[[26, 23]]",1,1,1001,0,0.0,0,0,1,"[26, 23]","[26, 23]",1.0
2685904e#0,2685904e,0,1001,0,"[[10, 10]]",2,1,998,3,0.0029970029970030065,0,0,1,"[10, 10]","[10, 10]",0.0
2697da3f#0,2697da3f,0,72,0,[],0,0,72,0,0.0,0,0,0,"[15, 15]","[15, 15]",0.0
2753e76c#0,2753e76c,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 4]","[4, 4]",1.0
27a77e38#0,27a77e38,0,1001,0,"[[9, 9]]",1,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",1.0
27f8ce4f#0,27f8ce4f,0,1001,0,"[[9, 9]]",2,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",1.0
281123b4#0,281123b4,0,1001,0,"[[4, 4]]",1,1,1001,0,0.0,0,0,1,"[4, 4]","[4, 4]",1.0
2b01abd0#0,2b01abd0,0,1001,0,"[[14, 16]]",1,1,1001,0,0.0,0,0,1,"[14, 16]","[14, 16]",0.0
2c737e39#0,2c737e39,0,1001,0,"[[11, 10]]",1,1,1001,0,0.0,0,0,1,"[11, 10]","[11, 10]",0.0
3194b014#0,3194b014,0,1001,0,"[[3, 3]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[3, 3]","[3, 3]",1.0
319f2597#0,319f2597,0,1001,0,"[[20, 20]]",2,1,1001,0,0.0,0,0,1,"[20, 20]","[20, 20]",1.0
31d5ba1a#0,31d5ba1a,0,1001,0,"[[3, 5]]",1,1,1001,0,0.0,0,0,1,"[3, 5]","[3, 5]",1.0
31d5ba1a#1,31d5ba1a,1,1001,0,"[[3, 5]]",1,1,1001,0,0.0,0,0,1,"[3, 5]","[3, 5]",1.0
33b52de3#0,33b52de3,0,1001,0,"[[23, 23]]",2,1,1001,0,0.0,0,0,1,"[23, 23]","[23, 23]",0.0
3490cc26#0,3490cc26,0,1001,0,"[[22, 23]]",1,1,1001,0,0.0,0,0,1,"[22, 23]","[22, 23]",0.0
34b99a2b#0,34b99a2b,0,1001,0,"[[5, 4]]",1,1,1001,0,0.0,0,0,1,"[5, 4]","[5, 4]",1.0
351d6448#0,351d6448,0,1001,22,"[[3, 13]]",1,1,742,259,0.25874125874125875,0,0,1,"[3, 13]","[3, 13]",0.0
3d31c5b3#0,3d31c5b3,0,1001,0,"[[3, 6]]",1,1,1001,0,0.0,0,0,1,"[3, 6]","[3, 6]",1.0
3f23242b#0,3f23242b,0,1001,0,"[[17, 19]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[17, 19]","[17, 19]",0.0
414297c0#0,414297c0,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[11, 14]","[11, 14]",0.0
42918530#0,42918530,0,1001,0,"[[25, 25]]",1,1,1001,0,0.0,0,0,1,"[25, 25]","[25, 25]",0.0
45bbe264#0,45bbe264,0,1001,0,"[[15, 15]]",1,1,1001,0,0.0,0,0,1,"[15, 15]","[15, 15]",1.0
477d2879#0,477d2879,0,1001,0,"[[13, 13]]",2,1,1001,0,0.0,0,0,1,"[13, 13]","[13, 13]",1.0
47996f11#0,47996f11,0,1001,0,"[[30, 30]]",2,1,999,2,0.0019980019980020414,0,0,1,"[30, 30]","[30, 30]",0.0
48131b3c#0,48131b3c,0,1001,0,"[[8, 8]]",1,1,1001,0,0.0,0,0,1,"[8, 8]","[8, 8]",1.0
4852f2fa#0,4852f2fa,0,576,0,[],0,0,576,0,0.0,0,0,0,"[3, 9]","[3, 9]",1.0
4852f2fa#1,4852f2fa,1,576,0,[],0,0,576,0,0.0,0,0,0,"[3, 9]","[3, 9]",1.0
4c177718#0,4c177718,0,1001,0,"[[9, 15]]",1,1,1001,0,0.0,0,0,1,"[9, 15]","[9, 15]",1.0
4c177718#1,4c177718,1,1001,0,"[[9, 15]]",1,1,1001,0,0.0,0,0,1,"[9, 15]","[9, 15]",1.0
4e469f39#0,4e469f39,0,576,0,"[[10, 10]]",2,1,576,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
4ff4c9da#0,4ff4c9da,0,1001,1,"[[27, 27]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[27, 27]","[27, 27]",0.0
505fff84#0,505fff84,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 5]","[4, 5]",0.0
50a16a69#0,50a16a69,0,1001,0,"[[6, 6]]",1,1,1001,0,0.0,0,0,1,"[6, 6]","[6, 6]",1.0
5207a7b5#0,5207a7b5,0,1001,0,"[[15, 9]]",1,1,1001,0,0.0,0,0,1,"[15, 9]","[15, 9]",1.0
5289ad53#0,5289ad53,0,1001,0,"[[2, 3]]",1,1,581,420,0.4195804195804196,0,0,1,"[2, 3]","[2, 3]",1.0
52fd389e#0,52fd389e,0,1001,0,"[[25, 25], [29, 29]]",2,1,1001,0,0.0,0,0,1,"[29, 29]","[29, 29]",0.0
55059096#0,55059096,0,576,0,"[[17, 13]]",1,1,576,0,0.0,0,0,1,"[17, 13]","[17, 13]",1.0
5783df64#0,5783df64,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
59341089#0,59341089,0,1001,0,"[[3, 12]]",2,1,1001,0,0.0,0,0,1,"[3, 12]","[3, 12]",1.0
5a5a2103#0,5a5a2103,0,1001,0,"[[24, 24]]",1,1,1001,0,0.0,0,0,1,"[24, 24]","[24, 24]",1.0
5af49b42#0,5af49b42,0,1001,0,"[[17, 18]]",1,1,1001,0,0.0,0,0,1,"[17, 18]","[17, 18]",0.0
5b526a93#0,5b526a93,0,576,0,"[[21, 30]]",1,1,576,0,0.0,0,0,1,"[21, 30]","[21, 30]",1.0
5d2a5c43#0,5d2a5c43,0,1001,1,"[[6, 4]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[6, 4]","[6, 4]",1.0
5d2a5c43#1,5d2a5c43,1,1001,0,"[[6, 4]]",1,1,1001,0,0.0,0,0,1,"[6, 4]","[6, 4]",1.0
604001fa#0,604001fa,0,1001,0,"[[15, 12]]",1,1,1001,0,0.0,0,0,1,"[15, 12]","[15, 12]",1.0
60a26a3e#0,60a26a3e,0,576,0,"[[9, 15]]",1,1,576,0,0.0,0,0,1,"[9, 15]","[9, 15]",1.0
639f5a19#0,639f5a19,0,1001,0,"[[23, 23]]",2,1,1001,0,0.0,0,0,1,"[23, 23]","[23, 23]",0.0
64a7c07e#0,64a7c07e,0,72,0,"[[12, 12]]",1,1,72,0,0.0,0,0,1,"[12, 12]","[12, 12]",0.0
66e6c45b#0,66e6c45b,0,1001,0,"[[4, 4]]",2,1,1001,0,0.0,0,0,1,"[4, 4]","[4, 4]",1.0
67636eac#0,67636eac,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 9]","[3, 9]",1.0
67b4a34d#0,67b4a34d,0,1001,0,"[[4, 4]]",1,1,1001,0,0.0,0,0,1,"[4, 4]","[4, 4]",0.0
67c52801#0,67c52801,0,1001,0,"[[7, 11]]",1,1,1001,0,0.0,0,0,1,"[7, 11]","[7, 11]",1.0
692cd3b6#0,692cd3b6,0,1001,0,"[[15, 15]]",2,1,999,2,0.0019980019980020414,0,0,1,"[15, 15]","[15, 15]",1.0
695367ec#0,695367ec,0,1001,0,"[[15, 15]]",1,1,475,526,0.5254745254745254,0,0,1,"[15, 15]","[15, 15]",0.0
69889d6e#0,69889d6e,0,576,0,"[[10, 10]]",2,1,576,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
6df30ad6#0,6df30ad6,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
6ea4a07e#0,6ea4a07e,0,1001,0,"[[3, 3]]",2,1,1000,1,0.0009990009990009652,0,0,1,"[3, 3]","[3, 3]",1.0
6ea4a07e#1,6ea4a07e,1,1001,0,"[[3, 3]]",2,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
7039b2d7#0,7039b2d7,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 3]","[3, 3]",1.0
705a3229#0,705a3229,0,1001,0,"[[11, 16]]",1,1,1001,0,0.0,0,0,1,"[11, 16]","[11, 16]",1.0
712bf12e#0,712bf12e,0,576,0,"[[13, 13]]",1,1,576,0,0.0,0,0,1,"[13, 13]","[13, 13]",0.0
73ccf9c2#0,73ccf9c2,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 5]","[4, 5]",0.0
759f3fd3#0,759f3fd3,0,576,0,"[[12, 12]]",1,1,576,0,0.0,0,0,1,"[12, 12]","[12, 12]",1.0
762cd429#0,762cd429,0,1001,0,"[[16, 30]]",1,1,1001,0,0.0,0,0,1,"[16, 30]","[16, 30]",1.0
782b5218#0,782b5218,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
79fb03f4#0,79fb03f4,0,1001,0,"[[26, 26]]",1,1,1001,0,0.0,0,0,1,"[26, 26]","[26, 26]",0.0
7c8af763#0,7c8af763,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
7d419a02#0,7d419a02,0,1001,0,"[[25, 20]]",1,1,1001,0,0.0,0,0,1,"[25, 20]","[25, 20]",0.0
7ee1c6ea#0,7ee1c6ea,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
833dafe3#0,833dafe3,0,1001,0,"[[16, 16]]",1,1,1001,0,0.0,0,1,1,"[8, 8]","[8, 8]",0.0
845d6e51#0,845d6e51,0,1001,0,"[[18, 17]]",1,1,1001,0,0.0,0,0,1,"[18, 17]","[18, 17]",1.0
84f2aca1#0,84f2aca1,0,1001,0,"[[13, 12]]",1,1,1001,0,0.0,0,0,1,"[13, 12]","[13, 12]",1.0
8597cfd7#0,8597cfd7,0,1001,0,"[[2, 2]]",1,1,1001,0,0.0,0,0,1,"[2, 2]","[2, 2]",1.0
85fa5666#0,85fa5666,0,1001,0,"[[8, 8]]",1,1,1001,0,0.0,0,0,1,"[8, 8]","[8, 8]",0.0
8719f442#0,8719f442,0,72,0,"[[15, 15]]",2,1,72,0,0.0,0,0,1,"[15, 15]","[15, 15]",1.0
891232d6#0,891232d6,0,1001,0,"[[27, 25]]",1,1,999,2,0.0019980019980020414,0,0,1,"[27, 25]","[27, 25]",0.0
896d5239#0,896d5239,0,1001,0,"[[15, 18]]",1,1,1001,0,0.0,0,0,1,"[15, 18]","[15, 18]",1.0
8cb8642d#0,8cb8642d,0,1001,0,"[[19, 24]]",1,1,1001,0,0.0,0,0,1,"[19, 24]","[19, 24]",1.0
8dae5dfc#0,8dae5dfc,0,1001,0,"[[20, 19]]",1,1,1001,0,0.0,0,0,1,"[20, 19]","[20, 19]",0.0
8e2edd66#0,8e2edd66,0,1001,0,"[[9, 9]]",2,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",1.0
90347967#0,90347967,0,1001,0,"[[9, 9]]",1,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",0.0
903d1b4a#0,903d1b4a,0,1001,0,"[[16, 16]]",2,1,1001,0,0.0,0,0,1,"[16, 16]","[16, 16]",1.0
9110e3c5#0,9110e3c5,0,1001,0,"[[3, 3]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[3, 3]","[3, 3]",1.0
9110e3c5#1,9110e3c5,1,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
917bccba#0,917bccba,0,1001,0,"[[12, 12]]",2,1,1001,0,0.0,0,0,1,"[12, 12]","[12, 12]",1.0
92e50de0#0,92e50de0,0,1001,0,"[[29, 29]]",1,1,995,6,0.005994005994006013,0,0,1,"[29, 29]","[29, 29]",1.0
9356391f#0,9356391f,0,1001,0,"[[16, 16]]",2,1,1001,0,0.0,0,0,1,"[16, 16]","[16, 16]",0.0
93b4f4b3#0,93b4f4b3,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[17, 5]","[17, 5]",1.0
94be5b80#0,94be5b80,0,1001,0,"[[18, 15]]",1,1,1001,0,0.0,0,0,1,"[18, 15]","[18, 15]",0.0
95a58926#0,95a58926,0,1001,0,"[[22, 27]]",1,1,1001,0,0.0,0,0,1,"[22, 27]","[22, 27]",1.0
97239e3d#0,97239e3d,0,1001,0,"[[17, 17]]",2,1,1000,1,0.0009990009990009652,0,0,1,"[17, 17]","[17, 17]",1.0
992798f6#0,992798f6,0,1001,0,"[[16, 16]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[16, 16]","[16, 16]",1.0
99306f82#0,99306f82,0,1001,0,"[[20, 20]]",1,1,995,6,0.005994005994006013,0,0,1,"[20, 20]","[20, 20]",0.0
9a4bb226#0,9a4bb226,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
9b2a60aa#0,9b2a60aa,0,1001,0,"[[13, 24]]",1,1,1001,0,0.0,0,0,1,"[13, 24]","[13, 24]",0.0
9bebae7a#0,9bebae7a,0,576,0,"[[11, 12]]",1,1,576,0,0.0,0,0,1,"[11, 12]","[11, 12]",1.0
9ddd00f0#0,9ddd00f0,0,1001,0,"[[19, 19]]",1,1,1001,0,0.0,0,0,1,"[19, 19]","[19, 19]",1.0
9f27f097#0,9f27f097,0,1001,0,"[[12, 12]]",2,1,1001,0,0.0,0,0,1,"[12, 12]","[12, 12]",0.0
a096bf4d#0,a096bf4d,0,1001,0,"[[26, 26]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[26, 26]","[26, 26]",0.0
a3f84088#0,a3f84088,0,576,0,"[[30, 30]]",1,1,575,1,0.0017361111111111605,0,0,1,"[30, 30]","[30, 30]",0.0
a406ac07#0,a406ac07,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
a57f2f04#0,a57f2f04,0,1001,0,"[[26, 22]]",1,1,1001,0,0.0,0,0,1,"[26, 22]","[26, 22]",0.0
a59b95c0#0,a59b95c0,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[9, 9]","[9, 9]",1.0
a680ac02#0,a680ac02,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[12, 4]","[12, 4]",1.0
a8610ef7#0,a8610ef7,0,1001,0,"[[6, 6]]",2,1,1001,0,0.0,0,0,1,"[6, 6]","[6, 6]",0.0
ac605cbb#0,ac605cbb,0,1001,0,"[[11, 11]]",1,1,1001,0,0.0,0,0,1,"[11, 11]","[11, 11]",0.0
ad7e01d0#0,ad7e01d0,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[16, 16]","[16, 16]",0.0
ae58858e#0,ae58858e,0,576,0,"[[6, 8]]",1,1,576,0,0.0,0,0,1,"[6, 8]","[6, 8]",1.0
aee291af#0,aee291af,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[5, 5]","[5, 5]",0.0
af24b4cc#0,af24b4cc,0,1001,0,"[[4, 5]]",1,1,1001,0,0.0,0,0,1,"[4, 5]","[4, 5]",1.0
b15fca0b#0,b15fca0b,0,1001,0,"[[10, 10]]",1,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
b457fec5#0,b457fec5,0,1001,0,"[[27, 23]]",1,1,945,56,0.05594405594405594,0,0,1,"[27, 23]","[27, 23]",0.0
b4a43f3b#0,b4a43f3b,0,1001,0,"[[18, 18]]",1,1,996,5,0.004995004995005048,0,0,1,"[18, 18]","[18, 18]",0.0
b7999b51#0,b7999b51,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[5, 4]","[5, 4]",0.0
b7f8a4d8#0,b7f8a4d8,0,1001,0,"[[30, 30]]",1,1,996,5,0.004995004995005048,0,0,1,"[30, 30]","[30, 30]",1.0
ba9d41b8#0,ba9d41b8,0,1001,0,"[[19, 19]]",1,1,1001,0,0.0,0,0,1,"[19, 19]","[19, 19]",1.0
baf41dbf#0,baf41dbf,0,576,0,"[[16, 17]]",1,1,576,0,0.0,0,0,1,"[16, 17]","[16, 17]",1.0
bc4146bd#0,bc4146bd,0,1001,0,"[[4, 20]]",2,1,997,4,0.003996003996003972,0,0,1,"[4, 20]","[4, 20]",1.0
bcb3040b#0,bcb3040b,0,1001,0,"[[18, 18]]",1,1,1001,0,0.0,0,0,1,"[18, 18]","[18, 18]",1.0
bd14c3bf#0,bd14c3bf,0,576,0,"[[19, 19]]",1,1,576,0,0.0,0,0,1,"[19, 19]","[19, 19]",1.0
bf699163#0,bf699163,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
c074846d#0,c074846d,0,1001,0,"[[9, 9]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[9, 9]","[9, 9]",1.0
c074846d#1,c074846d,1,1001,0,"[[9, 11]]",1,1,1001,0,0.0,0,0,1,"[9, 11]","[9, 11]",1.0
c1990cce#0,c1990cce,0,576,0,[],0,0,576,0,0.0,0,0,0,"[13, 17]","[13, 17]",0.0
c35c1b4c#0,c35c1b4c,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
c48954c1#0,c48954c1,0,1001,0,"[[9, 9]]",2,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",1.0
c62e2108#0,c62e2108,0,1001,0,"[[24, 24]]",1,1,1001,0,0.0,0,0,1,"[24, 24]","[24, 24]",1.0
c663677b#0,c663677b,0,1001,0,"[[27, 27]]",2,1,1001,0,0.0,0,0,1,"[27, 27]","[27, 27]",1.0
c6e1b8da#0,c6e1b8da,0,1001,0,"[[20, 20]]",2,1,1001,0,0.0,0,0,1,"[20, 20]","[20, 20]",0.0
c92b942c#0,c92b942c,0,1001,0,"[[9, 9]]",1,1,996,5,0.004995004995005048,0,0,1,"[9, 9]","[9, 9]",0.0
c97c0139#0,c97c0139,0,576,0,"[[21, 22]]",1,1,575,1,0.0017361111111111605,0,0,1,"[21, 22]","[21, 22]",1.0
ca8f78db#0,ca8f78db,0,1001,4,"[[30, 30]]",2,1,995,6,0.005994005994006013,0,0,1,"[30, 30]","[30, 30]",1.0
cb227835#0,cb227835,0,576,0,"[[13, 14]]",1,1,576,0,0.0,0,0,1,"[13, 14]","[13, 14]",1.0
ce039d91#0,ce039d91,0,576,0,"[[10, 10]]",2,1,576,0,0.0,0,0,1,"[10, 10]","[10, 10]",0.0
d017b73f#0,d017b73f,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 8]","[3, 8]",1.0
d282b262#0,d282b262,0,1001,0,"[[15, 15]]",2,1,1001,0,0.0,0,0,1,"[15, 15]","[15, 15]",0.0
d2acf2cb#0,d2acf2cb,0,1001,0,"[[10, 9]]",1,1,1001,0,0.0,0,0,1,"[10, 9]","[10, 9]",1.0
d37a1ef5#0,d37a1ef5,0,576,0,"[[13, 12]]",1,1,576,0,0.0,0,0,1,"[13, 12]","[13, 12]",1.0
d47aa2ff#0,d47aa2ff,0,1001,0,"[[10, 10]]",1,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
d492a647#0,d492a647,0,1001,0,"[[15, 17]]",1,1,1001,0,0.0,0,0,1,"[15, 17]","[15, 17]",1.0
d4b1c2b1#0,d4b1c2b1,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[9, 9]","[9, 9]",0.0
d56f2372#0,d56f2372,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 4]","[4, 4]",0.0
d931c21c#0,d931c21c,0,1001,0,"[[30, 30]]",1,1,953,48,0.047952047952047994,0,0,1,"[30, 30]","[30, 30]",1.0
da2b0fe3#0,da2b0fe3,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
da2b0fe3#1,da2b0fe3,1,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",1.0
da515329#0,da515329,0,72,0,"[[26, 26]]",1,1,72,0,0.0,0,0,1,"[26, 26]","[26, 26]",0.0
dc2aa30b#0,dc2aa30b,0,576,0,"[[11, 11]]",2,1,576,0,0.0,0,0,1,"[11, 11]","[11, 11]",0.0
de493100#0,de493100,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 4]","[4, 4]",0.0
e0fb7511#0,e0fb7511,0,576,0,"[[13, 13]]",2,1,576,0,0.0,0,0,1,"[13, 13]","[13, 13]",1.0
e1baa8a4#0,e1baa8a4,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 4]","[3, 4]",0.0
e2092e0c#0,e2092e0c,0,1001,0,"[[15, 15]]",2,1,991,10,0.009990009990009985,0,0,1,"[15, 15]","[15, 15]",1.0
e21a174a#0,e21a174a,0,1001,0,"[[7, 7]]",1,1,990,11,0.01098901098901095,0,0,1,"[7, 7]","[7, 7]",1.0
e21a174a#1,e21a174a,1,1001,0,"[[13, 10]]",1,1,998,3,0.0029970029970030065,0,0,1,"[13, 10]","[13, 10]",0.0
e57337a4#0,e57337a4,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
e5790162#0,e5790162,0,1001,0,"[[10, 12]]",1,1,1001,0,0.0,0,0,1,"[10, 12]","[10, 12]",1.0
e5c44e8f#0,e5c44e8f,0,576,0,"[[11, 11]]",2,1,576,0,0.0,0,0,1,"[11, 11]","[11, 11]",0.0
e619ca6e#0,e619ca6e,0,72,0,"[[29, 28]]",1,1,72,0,0.0,0,0,1,"[29, 28]","[29, 28]",0.0
e6de6e8f#0,e6de6e8f,0,576,0,"[[8, 7]]",1,1,570,6,0.01041666666666663,0,0,1,"[8, 7]","[8, 7]",0.0
e78887d1#0,e78887d1,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 15]","[3, 15]",0.0
e7a25a18#0,e7a25a18,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[10, 10]","[10, 10]",1.0
e7b06bea#0,e7b06bea,0,1001,0,"[[9, 9]]",1,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",1.0
e872b94a#0,e872b94a,0,72,0,[],0,0,72,0,0.0,0,0,0,"[5, 1]","[5, 1]",1.0
e88171ec#0,e88171ec,0,1001,0,"[[21, 21]]",1,1,1001,0,0.0,0,0,1,"[21, 21]","[21, 21]",1.0
ea959feb#0,ea959feb,0,1001,0,"[[22, 25]]",2,1,1001,0,0.0,0,0,1,"[22, 25]","[22, 25]",0.0
ea9794b1#0,ea9794b1,0,1001,0,"[[5, 5]]",1,1,1001,0,0.0,0,0,1,"[5, 5]","[5, 5]",1.0
ed74f2f2#0,ed74f2f2,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,0,1,"[3, 3]","[3, 3]",1.0
ed98d772#0,ed98d772,0,1001,0,"[[6, 6]]",2,1,1000,1,0.0009990009990009652,0,0,1,"[6, 6]","[6, 6]",0.0
