task_id,puzzle_id,pair_index,emitted_candidates,invalid_candidates_before,allowed_shapes,shape_rule_count,filter_active,retained_candidates,filtered_candidates,filter_fraction,invalid_candidates_retained,used_empty_filter_fallback,target_shape_allowed,plain_modal_shape,screened_modal_shape,covered
2037f2c7#0,2037f2c7,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[8, 8]","[8, 8]",0.0
2072aba6#0,2072aba6,0,1001,0,"[[6, 6]]",2,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
21f83797#0,21f83797,0,576,0,"[[13, 13]]",2,1,576,0,0.0,0,0,1,"[13, 13]","[13, 13]",0.0
2546ccf6#0,2546ccf6,0,1001,0,"[[26, 23]]",1,1,1,1000,0.999000999000999,0,0,1,"[5, 5]","[26, 23]",0.0
2685904e#0,2685904e,0,1001,0,"[[10, 10]]",2,1,512,489,0.4885114885114885,0,0,1,"[10, 10]","[10, 10]",0.0
2697da3f#0,2697da3f,0,72,0,[],0,0,72,0,0.0,0,0,0,"[8, 10]","[8, 10]",0.0
2753e76c#0,2753e76c,0,1001,1,[],0,0,1001,0,0.0,1,0,0,"[16, 16]","[16, 16]",0.0
27a77e38#0,27a77e38,0,1001,2,"[[9, 9]]",1,1,286,715,0.7142857142857143,0,0,1,"[4, 9]","[9, 9]",0.0
27f8ce4f#0,27f8ce4f,0,1001,2,"[[9, 9]]",2,1,122,879,0.8781218781218781,0,0,1,"[3, 3]","[9, 9]",1.0
281123b4#0,281123b4,0,1001,0,"[[4, 4]]",1,1,771,230,0.22977022977022976,0,0,1,"[4, 4]","[4, 4]",0.0
2b01abd0#0,2b01abd0,0,1001,0,"[[14, 16]]",1,1,1,1000,0.999000999000999,0,0,1,"[6, 6]","[14, 16]",0.0
2c737e39#0,2c737e39,0,1001,0,"[[11, 10]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[11, 10]","[11, 10]",0.0
3194b014#0,3194b014,0,1001,0,"[[3, 3]]",1,1,5,996,0.995004995004995,0,0,1,"[5, 6]","[3, 3]",0.0
319f2597#0,319f2597,0,1001,0,"[[20, 20]]",2,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
31d5ba1a#0,31d5ba1a,0,1001,14,"[[3, 5]]",1,1,333,668,0.6673326673326674,0,0,1,"[3, 5]","[3, 5]",0.0
31d5ba1a#1,31d5ba1a,1,1001,0,"[[3, 5]]",1,1,319,682,0.6813186813186813,0,0,1,"[11, 10]","[3, 5]",0.0
33b52de3#0,33b52de3,0,1001,0,"[[23, 23]]",2,1,997,4,0.003996003996003972,0,0,1,"[23, 23]","[23, 23]",0.0
3490cc26#0,3490cc26,0,1001,3,"[[22, 23]]",1,1,996,5,0.004995004995005048,0,0,1,"[22, 23]","[22, 23]",0.0
34b99a2b#0,34b99a2b,0,1001,0,"[[5, 4]]",1,1,994,7,0.006993006993006978,0,0,1,"[5, 4]","[5, 4]",0.0
351d6448#0,351d6448,0,1001,2,"[[3, 13]]",1,1,190,811,0.8101898101898102,0,0,1,"[15, 13]","[3, 13]",0.0
3d31c5b3#0,3d31c5b3,0,1001,0,"[[3, 6]]",1,1,384,617,0.6163836163836164,0,0,1,"[3, 6]","[3, 6]",0.0
3f23242b#0,3f23242b,0,1001,0,"[[17, 19]]",1,1,1001,0,0.0,0,0,1,"[17, 19]","[17, 19]",0.0
414297c0#0,414297c0,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[11, 14]","[11, 14]",0.0
42918530#0,42918530,0,1001,0,"[[25, 25]]",1,1,1001,0,0.0,0,0,1,"[25, 25]","[25, 25]",0.0
45bbe264#0,45bbe264,0,1001,1,"[[15, 15]]",1,1,987,14,0.013986013986013957,0,0,1,"[15, 15]","[15, 15]",0.0
477d2879#0,477d2879,0,1001,0,"[[13, 13]]",2,1,40,961,0.9600399600399601,0,0,1,"[7, 7]","[13, 13]",0.0
47996f11#0,47996f11,0,1001,0,"[[30, 30]]",2,1,1001,0,0.0,0,0,1,"[30, 30]","[30, 30]",0.0
48131b3c#0,48131b3c,0,1001,0,"[[8, 8]]",1,1,1001,0,0.0,0,1,1,"[16, 16]","[16, 16]",0.0
4852f2fa#0,4852f2fa,0,576,0,[],0,0,576,0,0.0,0,0,0,"[3, 3]","[3, 3]",0.0
4852f2fa#1,4852f2fa,1,576,0,[],0,0,576,0,0.0,0,0,0,"[9, 9]","[9, 9]",0.0
4c177718#0,4c177718,0,1001,1,"[[9, 15]]",1,1,246,755,0.7542457542457542,0,0,1,"[6, 6]","[9, 15]",0.0
4c177718#1,4c177718,1,1001,0,"[[9, 15]]",1,1,291,710,0.7092907092907093,0,0,1,"[6, 6]","[9, 15]",0.0
4e469f39#0,4e469f39,0,576,0,"[[10, 10]]",2,1,544,32,0.05555555555555558,0,0,1,"[10, 10]","[10, 10]",0.0
4ff4c9da#0,4ff4c9da,0,1001,0,"[[27, 27]]",1,1,837,164,0.16383616383616384,0,0,1,"[27, 27]","[27, 27]",0.0
505fff84#0,505fff84,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 5]","[4, 5]",0.0
50a16a69#0,50a16a69,0,1001,24,"[[6, 6]]",1,1,844,157,0.15684315684315686,0,0,1,"[6, 6]","[6, 6]",0.0
5207a7b5#0,5207a7b5,0,1001,0,"[[15, 9]]",1,1,986,15,0.014985014985015033,0,0,1,"[15, 9]","[15, 9]",0.0
5289ad53#0,5289ad53,0,1001,0,"[[2, 3]]",1,1,14,987,0.986013986013986,0,0,1,"[15, 10]","[2, 3]",1.0
52fd389e#0,52fd389e,0,1001,0,"[[25, 25], [29, 29]]",2,1,999,2,0.0019980019980020414,0,0,1,"[29, 29]","[29, 29]",0.0
55059096#0,55059096,0,576,0,"[[17, 13]]",1,1,224,352,0.6111111111111112,0,0,1,"[17, 13]","[17, 13]",0.0
5783df64#0,5783df64,0,1001,2,"[[3, 3]]",1,1,5,996,0.995004995004995,0,0,1,"[9, 9]","[3, 3]",0.0
59341089#0,59341089,0,1001,12,"[[3, 12]]",2,1,1001,0,0.0,12,1,1,"[3, 3]","[3, 3]",0.0
5a5a2103#0,5a5a2103,0,1001,0,"[[24, 24]]",1,1,1001,0,0.0,0,1,1,"[4, 4]","[4, 4]",0.0
5af49b42#0,5af49b42,0,1001,0,"[[17, 18]]",1,1,1001,0,0.0,0,0,1,"[17, 18]","[17, 18]",0.0
5b526a93#0,5b526a93,0,576,16,"[[21, 30]]",1,1,392,184,0.3194444444444444,0,0,1,"[21, 30]","[21, 30]",0.0
5d2a5c43#0,5d2a5c43,0,1001,0,"[[6, 4]]",1,1,932,69,0.06893106893106893,0,0,1,"[6, 4]","[6, 4]",0.0
5d2a5c43#1,5d2a5c43,1,1001,0,"[[6, 4]]",1,1,982,19,0.018981018981019004,0,0,1,"[6, 4]","[6, 4]",0.0
604001fa#0,604001fa,0,1001,2,"[[15, 12]]",1,1,157,844,0.8431568431568431,0,0,1,"[6, 6]","[15, 12]",0.0
60a26a3e#0,60a26a3e,0,576,0,"[[9, 15]]",1,1,176,400,0.6944444444444444,0,0,1,"[9, 15]","[9, 15]",0.0
639f5a19#0,639f5a19,0,1001,0,"[[23, 23]]",2,1,1001,0,0.0,0,0,1,"[23, 23]","[23, 23]",0.0
64a7c07e#0,64a7c07e,0,72,0,"[[12, 12]]",1,1,8,64,0.8888888888888888,0,0,1,"[5, 3]","[12, 12]",0.0
66e6c45b#0,66e6c45b,0,1001,0,"[[4, 4]]",2,1,409,592,0.5914085914085914,0,0,1,"[4, 4]","[4, 4]",0.0
67636eac#0,67636eac,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[5, 4]","[5, 4]",0.0
67b4a34d#0,67b4a34d,0,1001,0,"[[4, 4]]",1,1,996,5,0.004995004995005048,0,0,1,"[4, 4]","[4, 4]",0.0
67c52801#0,67c52801,0,1001,0,"[[7, 11]]",1,1,843,158,0.15784215784215783,0,0,1,"[7, 11]","[7, 11]",0.0
692cd3b6#0,692cd3b6,0,1001,0,"[[15, 15]]",2,1,1001,0,0.0,0,1,1,"[4, 4]","[4, 4]",0.0
695367ec#0,695367ec,0,1001,0,"[[15, 15]]",1,1,1001,0,0.0,0,1,1,"[5, 5]","[5, 5]",0.0
69889d6e#0,69889d6e,0,576,0,"[[10, 10]]",2,1,576,0,0.0,0,0,1,"[10, 10]","[10, 10]",0.0
6df30ad6#0,6df30ad6,0,1001,0,"[[10, 10]]",2,1,1001,0,0.0,0,0,1,"[10, 10]","[10, 10]",0.0
6ea4a07e#0,6ea4a07e,0,1001,0,"[[3, 3]]",2,1,467,534,0.5334665334665334,0,0,1,"[3, 3]","[3, 3]",0.0
6ea4a07e#1,6ea4a07e,1,1001,0,"[[3, 3]]",2,1,149,852,0.8511488511488512,0,0,1,"[15, 15]","[3, 3]",0.0
7039b2d7#0,7039b2d7,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[16, 16]","[16, 16]",0.0
705a3229#0,705a3229,0,1001,6,"[[11, 16]]",1,1,919,82,0.08191808191808192,0,0,1,"[11, 16]","[11, 16]",0.0
712bf12e#0,712bf12e,0,576,1,"[[13, 13]]",1,1,552,24,0.04166666666666663,0,0,1,"[13, 13]","[13, 13]",0.0
73ccf9c2#0,73ccf9c2,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[22, 22]","[22, 22]",0.0
759f3fd3#0,759f3fd3,0,576,0,"[[12, 12]]",1,1,552,24,0.04166666666666663,0,0,1,"[12, 12]","[12, 12]",0.0
762cd429#0,762cd429,0,1001,0,"[[16, 30]]",1,1,956,45,0.04495504495504499,0,0,1,"[16, 30]","[16, 30]",1.0
782b5218#0,782b5218,0,1001,0,"[[10, 10]]",2,1,1,1000,0.999000999000999,0,0,1,"[3, 6]","[10, 10]",0.0
79fb03f4#0,79fb03f4,0,1001,9,"[[26, 26]]",1,1,992,9,0.00899100899100902,0,0,1,"[26, 26]","[26, 26]",0.0
7c8af763#0,7c8af763,0,1001,0,"[[10, 10]]",2,1,325,676,0.6753246753246753,0,0,1,"[10, 10]","[10, 10]",0.0
7d419a02#0,7d419a02,0,1001,0,"[[25, 20]]",1,1,1001,0,0.0,0,0,1,"[25, 20]","[25, 20]",0.0
7ee1c6ea#0,7ee1c6ea,0,1001,0,"[[10, 10]]",2,1,976,25,0.024975024975025018,0,0,1,"[10, 10]","[10, 10]",1.0
833dafe3#0,833dafe3,0,1001,1,"[[16, 16]]",1,1,1001,0,0.0,1,1,1,"[20, 18]","[20, 18]",0.0
845d6e51#0,845d6e51,0,1001,0,"[[18, 17]]",1,1,627,374,0.37362637362637363,0,0,1,"[18, 17]","[18, 17]",1.0
84f2aca1#0,84f2aca1,0,1001,0,"[[13, 12]]",1,1,591,410,0.4095904095904096,0,0,1,"[13, 12]","[13, 12]",0.0
8597cfd7#0,8597cfd7,0,1001,0,"[[2, 2]]",1,1,4,997,0.996003996003996,0,0,1,"[5, 9]","[2, 2]",0.0
85fa5666#0,85fa5666,0,1001,1,"[[8, 8]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[8, 8]","[8, 8]",0.0
8719f442#0,8719f442,0,72,0,"[[15, 15]]",2,1,24,48,0.6666666666666667,0,0,1,"[3, 3]","[15, 15]",0.0
891232d6#0,891232d6,0,1001,0,"[[27, 25]]",1,1,1001,0,0.0,0,0,1,"[27, 25]","[27, 25]",0.0
896d5239#0,896d5239,0,1001,0,"[[15, 18]]",1,1,85,916,0.9150849150849151,0,0,1,"[7, 7]","[15, 18]",0.0
8cb8642d#0,8cb8642d,0,1001,0,"[[19, 24]]",1,1,637,364,0.36363636363636365,0,0,1,"[19, 24]","[19, 24]",0.0
8dae5dfc#0,8dae5dfc,0,1001,0,"[[20, 19]]",1,1,619,382,0.3816183816183816,0,0,1,"[20, 19]","[20, 19]",0.0
8e2edd66#0,8e2edd66,0,1001,0,"[[9, 9]]",2,1,375,626,0.6253746253746253,0,0,1,"[3, 3]","[9, 9]",0.0
90347967#0,90347967,0,1001,0,"[[9, 9]]",1,1,1001,0,0.0,0,0,1,"[9, 9]","[9, 9]",0.0
903d1b4a#0,903d1b4a,0,1001,0,"[[16, 16]]",2,1,1001,0,0.0,0,1,1,"[5, 5]","[5, 5]",0.0
9110e3c5#0,9110e3c5,0,1001,1,"[[3, 3]]",1,1,118,883,0.8821178821178821,0,0,1,"[15, 16]","[3, 3]",0.0
9110e3c5#1,9110e3c5,1,1001,0,"[[3, 3]]",1,1,252,749,0.7482517482517482,0,0,1,"[7, 7]","[3, 3]",0.0
917bccba#0,917bccba,0,1001,0,"[[12, 12]]",2,1,1001,0,0.0,0,1,1,"[8, 8]","[8, 8]",0.0
92e50de0#0,92e50de0,0,1001,1,"[[29, 29]]",1,1,1001,0,0.0,1,1,1,"[3, 3]","[3, 3]",0.0
9356391f#0,9356391f,0,1001,0,"[[16, 16]]",2,1,1001,0,0.0,0,0,1,"[16, 16]","[16, 16]",0.0
93b4f4b3#0,93b4f4b3,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[6, 4]","[6, 4]",0.0
94be5b80#0,94be5b80,0,1001,0,"[[18, 15]]",1,1,1001,0,0.0,0,1,1,"[6, 6]","[6, 6]",0.0
95a58926#0,95a58926,0,1001,0,"[[22, 27]]",1,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
97239e3d#0,97239e3d,0,1001,0,"[[17, 17]]",2,1,682,319,0.31868131868131866,0,0,1,"[17, 17]","[17, 17]",0.0
992798f6#0,992798f6,0,1001,1,"[[16, 16]]",1,1,1000,1,0.0009990009990009652,0,0,1,"[16, 16]","[16, 16]",0.0
99306f82#0,99306f82,0,1001,0,"[[20, 20]]",1,1,515,486,0.4855144855144855,0,0,1,"[20, 20]","[20, 20]",0.0
9a4bb226#0,9a4bb226,0,1001,6,"[[3, 3]]",1,1,1001,0,0.0,6,1,1,"[6, 6]","[6, 6]",0.0
9b2a60aa#0,9b2a60aa,0,1001,0,"[[13, 24]]",1,1,488,513,0.5124875124875126,0,0,1,"[13, 24]","[13, 24]",0.0
9bebae7a#0,9bebae7a,0,576,0,"[[11, 12]]",1,1,136,440,0.7638888888888888,0,0,1,"[11, 12]","[11, 12]",0.0
9ddd00f0#0,9ddd00f0,0,1001,0,"[[19, 19]]",1,1,957,44,0.04395604395604391,0,0,1,"[19, 19]","[19, 19]",0.0
9f27f097#0,9f27f097,0,1001,0,"[[12, 12]]",2,1,1,1000,0.999000999000999,0,0,1,"[3, 3]","[12, 12]",0.0
a096bf4d#0,a096bf4d,0,1001,0,"[[26, 26]]",1,1,991,10,0.009990009990009985,0,0,1,"[26, 26]","[26, 26]",1.0
a3f84088#0,a3f84088,0,576,0,"[[30, 30]]",1,1,576,0,0.0,0,0,1,"[30, 30]","[30, 30]",0.0
a406ac07#0,a406ac07,0,1001,2,"[[10, 10]]",2,1,950,51,0.050949050949051,0,0,1,"[10, 10]","[10, 10]",0.0
a57f2f04#0,a57f2f04,0,1001,0,"[[26, 22]]",1,1,36,965,0.964035964035964,0,0,1,"[5, 5]","[26, 22]",0.0
a59b95c0#0,a59b95c0,0,1001,2,[],0,0,1001,0,0.0,2,0,0,"[3, 3]","[3, 3]",0.0
a680ac02#0,a680ac02,0,1001,6,[],0,0,1001,0,0.0,6,0,0,"[22, 21]","[22, 21]",0.0
a8610ef7#0,a8610ef7,0,1001,0,"[[6, 6]]",2,1,13,988,0.987012987012987,0,0,1,"[3, 3]","[6, 6]",0.0
ac605cbb#0,ac605cbb,0,1001,37,"[[11, 11]]",1,1,798,203,0.2027972027972028,0,0,1,"[11, 11]","[11, 11]",0.0
ad7e01d0#0,ad7e01d0,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[15, 15]","[15, 15]",0.0
ae58858e#0,ae58858e,0,576,0,"[[6, 8]]",1,1,576,0,0.0,0,0,1,"[6, 8]","[6, 8]",1.0
aee291af#0,aee291af,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[5, 5]","[5, 5]",0.0
af24b4cc#0,af24b4cc,0,1001,0,"[[4, 5]]",1,1,800,201,0.20079920079920077,0,0,1,"[4, 5]","[4, 5]",1.0
b15fca0b#0,b15fca0b,0,1001,0,"[[10, 10]]",1,1,997,4,0.003996003996003972,0,0,1,"[10, 10]","[10, 10]",0.0
b457fec5#0,b457fec5,0,1001,0,"[[27, 23]]",1,1,998,3,0.0029970029970030065,0,0,1,"[27, 23]","[27, 23]",0.0
b4a43f3b#0,b4a43f3b,0,1001,0,"[[18, 18]]",1,1,266,735,0.7342657342657343,0,0,1,"[6, 6]","[18, 18]",0.0
b7999b51#0,b7999b51,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[7, 7]","[7, 7]",0.0
b7f8a4d8#0,b7f8a4d8,0,1001,2,"[[30, 30]]",1,1,214,787,0.7862137862137862,0,0,1,"[3, 3]","[30, 30]",0.0
ba9d41b8#0,ba9d41b8,0,1001,0,"[[19, 19]]",1,1,178,823,0.8221778221778222,0,0,1,"[19, 19]","[19, 19]",0.0
baf41dbf#0,baf41dbf,0,576,0,"[[16, 17]]",1,1,2,574,0.9965277777777778,0,0,1,"[8, 8]","[16, 17]",0.0
bc4146bd#0,bc4146bd,0,1001,30,"[[4, 20]]",2,1,1,1000,0.999000999000999,0,0,1,"[8, 8]","[4, 20]",0.0
bcb3040b#0,bcb3040b,0,1001,0,"[[18, 18]]",1,1,1001,0,0.0,0,0,1,"[18, 18]","[18, 18]",0.0
bd14c3bf#0,bd14c3bf,0,576,0,"[[19, 19]]",1,1,362,214,0.3715277777777778,0,0,1,"[19, 19]","[19, 19]",1.0
bf699163#0,bf699163,0,1001,0,"[[3, 3]]",1,1,174,827,0.8261738261738262,0,0,1,"[7, 7]","[3, 3]",0.0
c074846d#0,c074846d,0,1001,0,"[[9, 9]]",1,1,994,7,0.006993006993006978,0,0,1,"[9, 9]","[9, 9]",0.0
c074846d#1,c074846d,1,1001,0,"[[9, 11]]",1,1,960,41,0.040959040959040904,0,0,1,"[9, 11]","[9, 11]",1.0
c1990cce#0,c1990cce,0,576,0,[],0,0,576,0,0.0,0,0,0,"[1, 3]","[1, 3]",0.0
c35c1b4c#0,c35c1b4c,0,1001,0,"[[10, 10]]",2,1,16,985,0.984015984015984,0,0,1,"[7, 6]","[10, 10]",0.0
c48954c1#0,c48954c1,0,1001,5,"[[9, 9]]",2,1,8,993,0.9920079920079921,0,0,1,"[3, 3]","[9, 9]",0.0
c62e2108#0,c62e2108,0,1001,65,"[[24, 24]]",1,1,925,76,0.0759240759240759,0,0,1,"[24, 24]","[24, 24]",0.0
c663677b#0,c663677b,0,1001,0,"[[27, 27]]",2,1,1001,0,0.0,0,0,1,"[27, 27]","[27, 27]",1.0
c6e1b8da#0,c6e1b8da,0,1001,7,"[[20, 20]]",2,1,599,402,0.40159840159840154,0,0,1,"[20, 20]","[20, 20]",0.0
c92b942c#0,c92b942c,0,1001,0,"[[9, 9]]",1,1,1001,0,0.0,0,1,1,"[3, 3]","[3, 3]",0.0
c97c0139#0,c97c0139,0,576,0,"[[21, 22]]",1,1,576,0,0.0,0,0,1,"[21, 22]","[21, 22]",0.0
ca8f78db#0,ca8f78db,0,1001,31,"[[30, 30]]",2,1,932,69,0.06893106893106893,0,0,1,"[30, 30]","[30, 30]",1.0
cb227835#0,cb227835,0,576,0,"[[13, 14]]",1,1,576,0,0.0,0,0,1,"[13, 14]","[13, 14]",0.0
ce039d91#0,ce039d91,0,576,0,"[[10, 10]]",2,1,504,72,0.125,0,0,1,"[10, 10]","[10, 10]",0.0
d017b73f#0,d017b73f,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 8]","[3, 8]",1.0
d282b262#0,d282b262,0,1001,0,"[[15, 15]]",2,1,12,989,0.988011988011988,0,0,1,"[6, 6]","[15, 15]",0.0
d2acf2cb#0,d2acf2cb,0,1001,0,"[[10, 9]]",1,1,889,112,0.11188811188811187,0,0,1,"[10, 9]","[10, 9]",0.0
d37a1ef5#0,d37a1ef5,0,576,7,"[[13, 12]]",1,1,42,534,0.9270833333333334,0,0,1,"[7, 6]","[13, 12]",0.0
d47aa2ff#0,d47aa2ff,0,1001,5,"[[10, 10]]",1,1,465,536,0.5354645354645355,0,0,1,"[10, 21]","[10, 10]",0.0
d492a647#0,d492a647,0,1001,0,"[[15, 17]]",1,1,1001,0,0.0,0,0,1,"[15, 17]","[15, 17]",0.0
d4b1c2b1#0,d4b1c2b1,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 3]","[3, 3]",0.0
d56f2372#0,d56f2372,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[5, 4]","[5, 4]",0.0
d931c21c#0,d931c21c,0,1001,0,"[[30, 30]]",1,1,880,121,0.1208791208791209,0,0,1,"[30, 30]","[30, 30]",0.0
da2b0fe3#0,da2b0fe3,0,1001,0,"[[10, 10]]",2,1,879,122,0.12187812187812186,0,0,1,"[10, 10]","[10, 10]",0.0
da2b0fe3#1,da2b0fe3,1,1001,0,"[[10, 10]]",2,1,404,597,0.5964035964035964,0,0,1,"[10, 10]","[10, 10]",0.0
da515329#0,da515329,0,72,0,"[[26, 26]]",1,1,72,0,0.0,0,0,1,"[26, 26]","[26, 26]",0.0
dc2aa30b#0,dc2aa30b,0,576,0,"[[11, 11]]",2,1,576,0,0.0,0,0,1,"[11, 11]","[11, 11]",0.0
de493100#0,de493100,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[4, 4]","[4, 4]",0.0
e0fb7511#0,e0fb7511,0,576,0,"[[13, 13]]",2,1,568,8,0.01388888888888884,0,0,1,"[13, 13]","[13, 13]",0.0
e1baa8a4#0,e1baa8a4,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[15, 15]","[15, 15]",0.0
e2092e0c#0,e2092e0c,0,1001,0,"[[15, 15]]",2,1,1001,0,0.0,0,1,1,"[4, 4]","[4, 4]",0.0
e21a174a#0,e21a174a,0,1001,0,"[[7, 7]]",1,1,19,982,0.981018981018981,0,0,1,"[3, 3]","[7, 7]",0.0
e21a174a#1,e21a174a,1,1001,0,"[[13, 10]]",1,1,1001,0,0.0,0,1,1,"[6, 6]","[6, 6]",0.0
e57337a4#0,e57337a4,0,1001,0,"[[3, 3]]",1,1,1001,0,0.0,0,1,1,"[15, 15]","[15, 15]",0.0
e5790162#0,e5790162,0,1001,2,"[[10, 12]]",1,1,984,17,0.016983016983016963,0,0,1,"[10, 12]","[10, 12]",0.0
e5c44e8f#0,e5c44e8f,0,576,0,"[[11, 11]]",2,1,566,10,0.01736111111111116,0,0,1,"[11, 11]","[11, 11]",0.0
e619ca6e#0,e619ca6e,0,72,0,"[[29, 28]]",1,1,72,0,0.0,0,0,1,"[29, 28]","[29, 28]",0.0
e6de6e8f#0,e6de6e8f,0,576,0,"[[8, 7]]",1,1,136,440,0.7638888888888888,0,0,1,"[2, 3]","[8, 7]",0.0
e78887d1#0,e78887d1,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[3, 15]","[3, 15]",0.0
e7a25a18#0,e7a25a18,0,1001,0,[],0,0,1001,0,0.0,0,0,0,"[6, 6]","[6, 6]",0.0
e7b06bea#0,e7b06bea,0,1001,0,"[[9, 9]]",1,1,947,54,0.053946053946053896,0,0,1,"[9, 9]","[9, 9]",1.0
e872b94a#0,e872b94a,0,72,0,[],0,0,72,0,0.0,0,0,0,"[9, 10]","[9, 10]",1.0
e88171ec#0,e88171ec,0,1001,14,"[[21, 21]]",1,1,385,616,0.6153846153846154,0,0,1,"[21, 21]","[21, 21]",1.0
